propertyid,latitude,longitude,bedrooms,bathrooms,averagedailyrateusd,rating_overall,rating_communication,rating_accuracy,rating_cleanliness,rating_checkin,rating_location,rating_value,reservationdays1,reservationdays2,reservationdays3,reservationdays4,reservationdays5,reservationdays6,reservationdays7,reservationdays8,reservationdays9,reservationdays10,reservationdays11,reservationdays12,nmon,gift
8868599,37.733894,-122.39309,0,1.0,136.83,94,10,10,10,10,8,9,23.5,21.5,22.5,23.0,25.0,24.0,27.0,25.5,24.5,25.5,17.0,13.5,23,0
8763984,37.804325,-122.24902,1,1.0,65.290001,97,10,10,10,10,10,10,5.6666665,10.333333,10.0,0.0,6.5,5.0,3.0,23.5,24.0,14.0,12.333333,4.0,30,0
15357682,37.515194,-122.2719,1,1.0,133.49001,97,10,10,10,10,10,10,28.0,27.0,28.0,20.0,28.0,28.0,8.0,28.0,28.0,22.0,14.0,28.0,14,1
2503259,37.807381,-122.25445,1,1.0,87.370003,92,10,9,9,10,10,9,12.333333,18.333334,14.0,12.0,10.0,13.333333,16.0,17.666666,7.0,8.333333,2.5,5.3333335,34,0
8010531,37.85828,-122.48763,1,0.5,100.37,95,10,9,9,10,10,9,1.6666666,2.3333333,1.3333334,8.5,3.5,14.5,13.0,16.666666,14.666667,6.0,5.3333335,1.3333334,32,0
11610076,37.926704,-122.07285,1,1.0,53.950001,94,10,10,10,10,10,10,11.5,14.0,7.0,11.0,3.5,6.0,22.5,28.0,13.5,15.0,13.0,0.0,23,0
14971411,37.646225,-122.42788,1,1.0,53.639999,95,10,10,10,10,9,9,10.5,14.0,16.5,8.0,23.0,25.0,24.0,28.0,16.5,16.5,14.5,0.0,19,0
15025842,37.776901,-122.4099,2,2.0,388.35001,97,10,10,10,10,9,9,23.5,26.0,28.0,28.0,31.0,28.0,30.0,30.0,13.0,25.0,23.0,25.0,19,1
2919529,37.706795,-122.08118,1,1.0,77.690002,99,10,10,10,10,9,10,13.0,9.0,12.666667,8.5,20.5,16.0,22.0,30.5,24.0,30.5,13.0,19.0,31,0
1905976,37.788467,-122.41647,0,1.0,196.11,87,10,9,8,9,9,8,5.0,3.3333333,6.3333335,1.6666666,4.6666665,7.6666665,7.3333335,12.75,12.75,13.25,4.75,4.6666665,41,0
4440015,37.843025,-122.27088,0,1.0,126.79,98,10,10,10,10,9,10,22.666666,22.0,10.75,19.0,26.333334,18.333334,28.333334,16.666666,29.0,12.333333,23.5,19.0,34,0
4701884,37.844101,-122.25896,1,1.0,110.26,97,10,10,10,10,10,10,11.333333,13.333333,20.0,15.333333,15.666667,22.333334,23.666666,22.666666,12.666667,20.0,10.333333,9.0,35,0
8327746,37.706863,-122.43125,3,2.0,343.13,93,9,9,9,10,9,9,23.333334,17.0,19.0,21.0,21.5,27.0,25.0,26.0,12.0,22.666666,20.333334,15.666667,31,1
14537300,37.895351,-122.54068,4,3.5,541.03003,98,10,10,10,10,10,10,12.5,20.0,18.0,26.0,23.0,17.0,5.0,2.5,27.0,29.0,28.0,24.0,14,1
9284412,37.728413,-122.41163,1,1.0,150.73,99,10,10,10,10,10,10,25.0,21.666666,25.333334,28.5,27.5,27.5,30.0,27.5,28.5,28.0,15.0,27.0,29,0
11533499,37.811749,-122.2444,0,1.0,127.0,99,10,10,10,10,10,10,17.5,24.0,25.5,19.0,24.0,26.0,22.0,24.0,25.0,27.0,25.0,18.0,15,0
7148083,37.879807,-122.46152,2,1.5,343.25,85,10,9,9,9,10,9,12.0,1.0,5.0,10.0,1.0,7.0,19.666666,22.333334,9.333333,7.3333335,14.5,1.0,22,1
10632584,37.741699,-122.41181,3,1.0,373.28,99,10,10,10,10,9,9,27.0,17.0,31.0,27.0,20.5,17.5,29.5,29.5,26.0,29.0,27.5,18.0,24,1
13400140,37.676708,-122.39558,1,1.0,195.31,95,10,10,10,10,10,10,24.5,25.0,29.5,25.0,27.0,12.5,23.5,27.5,22.5,26.5,21.5,23.5,22,0
13762975,37.747021,-122.41512,1,1.0,129.84,99,10,10,10,10,10,10,24.0,6.5,18.5,18.0,30.0,15.0,31.0,10.5,20.5,22.0,6.0,14.0,20,0
13281047,37.507866,-122.26842,2,2.0,230.06,97,10,10,10,10,10,10,5.5,0.0,1.0,8.0,3.0,29.0,9.0,22.0,12.5,19.0,11.5,17.5,18,1
16174151,37.854183,-122.27301,1,1.0,53.470001,98,10,10,10,10,10,10,26.0,23.0,20.0,21.0,22.0,29.0,8.0,30.0,26.0,25.0,23.0,15.5,14,0
13577182,37.933372,-122.5357,3,1.5,332.42001,100,10,10,10,10,10,10,17.0,28.0,27.0,14.0,15.0,22.0,6.0,27.0,29.0,11.5,29.0,16.5,16,1
5394389,37.761162,-122.43429,1,1.5,71.360001,97,10,10,10,10,10,10,28.666666,20.0,25.0,22.666666,23.0,26.666666,28.0,27.0,26.0,26.333334,25.0,23.333334,38,0
1967457,37.739712,-122.4159,1,1.0,132.5,99,10,10,10,10,10,10,17.0,19.5,12.5,18.0,6.5,6.5,18.0,23.0,21.0,12.0,16.0,12.0,21,0
997382,37.770302,-122.45021,1,2.0,59.959999,90,10,9,9,9,10,9,25.25,24.5,26.5,24.333334,25.333334,28.666666,29.0,28.75,27.5,27.0,26.0,24.0,44,0
6955414,37.771763,-122.26222,1,1.0,158.50999,98,10,10,10,10,10,10,19.666666,16.333334,20.666666,16.5,17.5,13.333333,19.0,22.0,20.666666,21.0,19.0,18.333334,34,0
1467233,37.775021,-122.44955,1,1.0,108.45,89,10,9,8,10,9,9,0.0,2.0,2.5,0.0,0.5,1.5,11.5,19.0,8.0,10.5,3.5,0.0,25,0
17540957,37.717766,-121.86194,1,1.0,83.830002,99,10,10,10,10,10,10,0.0,1.0,3.0,5.0,4.0,19.0,25.0,17.0,13.0,4.0,6.0,11.0,13,0
6974480,37.789845,-122.44577,0,1.0,171.64,98,10,10,10,10,10,10,19.5,14.5,23.5,12.5,26.5,16.5,26.0,18.0,26.5,25.5,16.0,0.0,23,0
6766479,37.806969,-122.27439,1,1.0,128.88,89,10,10,10,10,8,9,25.0,25.0,26.0,26.5,25.0,21.333334,27.0,27.0,24.333334,20.666666,10.333333,18.666666,34,1
6742626,37.792786,-122.41825,1,1.0,146.82001,97,10,10,10,10,10,10,20.0,19.333334,21.0,16.5,23.5,23.0,13.333333,24.333334,17.333334,18.0,10.666667,22.0,33,0
1771755,38.069637,-122.80829,2,1.0,258.01001,100,10,10,10,10,10,10,3.0,1.0,8.5,0.5,12.0,6.0,14.0,18.0,5.0,8.0,17.0,2.0,19,0
15009918,37.754143,-122.49324,1,1.0,54.540001,85,10,9,9,9,9,9,0.5,4.0,11.5,4.0,22.0,26.0,24.0,22.0,12.0,5.5,10.0,0.0,19,0
11874695,37.738728,-122.16577,1,1.0,50.200001,93,10,10,9,10,9,9,29.0,28.0,16.5,30.0,27.0,26.0,27.0,28.0,28.0,28.0,26.0,27.0,13,0
4439461,37.789738,-122.43439,1,1.0,141.87,99,10,10,10,10,10,10,25.0,25.25,29.25,27.666666,29.0,29.0,30.333334,30.333334,29.0,23.25,20.0,23.25,42,0
6657645,37.967083,-122.49223,1,1.0,69.949997,99,10,10,10,10,10,10,14.666667,22.5,17.666666,25.5,18.0,18.0,23.5,17.0,18.333334,15.666667,16.333334,7.3333335,32,0
10193457,37.746662,-122.50072,1,1.0,132.67999,93,10,9,9,10,9,9,20.333334,17.666666,21.666666,23.5,26.5,20.5,23.5,21.5,24.0,15.0,17.5,24.5,27,1
6958179,37.436234,-122.32436,1,1.0,107.98,100,10,10,10,10,10,10,5.6666665,1.5,0.0,4.5,11.5,5.0,10.666667,4.0,3.6666667,4.0,9.0,14.0,25,0
7732046,37.456207,-122.12652,1,1.0,158.62,96,10,10,10,10,9,9,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.5,3.0,2.3333333,0.0,0.0,26,0
2008590,37.809055,-122.24203,1,1.0,144.11,98,10,10,10,10,10,10,21.5,20.0,25.0,23.0,25.333334,26.333334,21.0,24.5,22.0,24.5,14.0,18.0,44,0
1792134,37.805248,-122.21407,1,1.0,91.040001,100,10,10,10,10,10,10,5.5,5.0,4.0,17.0,18.0,19.0,18.0,23.0,18.0,27.0,23.0,20.5,17,0
8268197,37.504845,-122.48985,2,1.0,450.0,98,10,10,10,10,10,10,11.0,15.0,26.0,15.5,13.5,16.0,27.5,23.5,17.0,18.333334,19.0,12.666667,31,1
12254872,37.773758,-122.42719,2,2.0,355.35999,95,10,10,10,10,9,9,23.0,26.0,26.0,9.0,5.0,28.0,24.0,22.0,17.5,23.5,17.5,12.5,21,1
16043093,37.781361,-122.48881,1,1.0,179.03999,99,10,10,10,10,10,10,26.0,24.0,14.0,11.0,11.0,23.0,31.0,28.0,25.0,30.0,25.0,23.0,13,0
494111,37.779846,-122.48478,1,1.0,128.62,92,10,10,10,10,9,9,13.0,15.75,16.5,13.0,16.333334,15.666667,16.666666,21.333334,15.0,14.25,10.75,5.5,42,0
15859106,37.797428,-122.19641,1,1.0,105.92,99,10,10,10,10,10,10,3.5,19.0,18.5,18.0,25.0,16.0,27.0,30.0,24.0,16.0,9.5,16.0,17,0
14836117,37.74535,-122.17571,1,1.5,52.810001,95,10,10,10,10,8,9,5.0,27.0,3.0,5.0,19.0,18.0,21.0,28.0,17.0,13.0,12.0,12.0,15,0
12543892,37.773479,-122.40026,1,1.0,191.60001,92,10,9,10,10,9,9,18.5,20.5,25.5,12.0,23.5,21.5,24.0,24.5,23.0,22.5,11.0,10.0,24,1
170293,37.513699,-122.26067,1,1.0,94.019997,99,10,10,10,10,10,10,13.0,7.75,4.5,7.3333335,11.0,20.333334,17.333334,18.75,12.25,13.25,9.0,11.5,44,0
9489347,37.778389,-122.44337,1,1.0,217.06,97,10,10,10,10,10,10,6.0,17.0,15.333333,23.0,23.5,22.0,25.0,29.0,25.0,23.0,15.5,16.0,27,0
7681701,37.546608,-122.29194,2,2.0,647.5,80,8,10,10,10,6,6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.5,0.0,20,0
7294582,37.431812,-122.20068,3,2.0,292.73999,95,10,10,9,10,10,10,12.666667,14.333333,14.0,22.0,17.0,26.0,18.333334,22.0,18.0,22.666666,14.666667,13.666667,33,1
14279535,37.62611,-122.04766,1,1.0,90.610001,100,10,10,10,10,10,10,0.0,0.0,0.0,2.0,0.0,8.0,2.0,8.5,17.5,2.5,0.0,0.0,20,0
6302153,38.042656,-122.78645,1,1.0,175.74001,100,10,10,10,10,10,10,8.5,6.0,10.0,10.5,5.0,10.0,16.0,13.333333,10.5,12.333333,10.0,7.3333335,33,0
5760881,37.749638,-122.5061,1,1.0,134.31,95,10,10,10,10,10,10,5.5,15.5,10.0,9.5,18.0,17.0,25.0,28.5,20.5,15.666667,13.0,19.0,26,0
10772372,37.782806,-122.40971,1,1.0,175.0,92,10,10,10,9,8,9,8.666667,15.5,18.0,19.0,27.5,22.5,28.0,22.0,25.5,22.0,14.5,27.0,24,1
1810486,37.773335,-122.4322,2,1.0,304.25,94,10,10,9,10,10,9,7.0,12.0,8.666667,4.0,16.0,9.0,13.333333,18.5,18.0,12.0,10.333333,10.75,36,1
12494860,37.882683,-122.29214,2,1.0,168.45,99,10,10,10,10,10,10,15.0,14.0,15.0,27.0,20.0,25.0,25.0,31.0,27.0,7.5,19.0,20.5,17,0
15379882,37.782707,-122.19714,1,1.0,94.919998,95,10,10,10,10,10,10,26.0,24.5,26.0,25.0,24.0,24.0,27.0,21.0,8.0,13.0,23.5,22.0,18,0
15775153,37.680172,-122.4834,0,1.0,97.339996,86,9,10,9,10,9,9,6.5,8.0,1.0,9.0,17.0,18.0,26.0,29.0,21.0,29.0,15.0,7.0,13,1
1148625,37.767387,-122.44467,1,1.5,76.290001,98,10,10,10,10,10,10,20.75,17.0,24.5,20.333334,26.666666,27.666666,27.666666,24.0,22.5,20.75,13.25,22.0,44,0
7368199,37.723755,-122.45845,1,1.0,88.339996,93,10,10,10,10,9,9,14.666667,20.333334,24.666666,23.0,27.5,24.0,20.666666,27.333334,26.333334,24.0,14.666667,14.666667,33,0
4379621,37.77,-122.44814,2,1.0,253.92999,87,10,9,9,10,10,8,16.5,13.5,18.25,17.666666,18.0,18.666666,26.666666,27.0,23.333334,21.0,11.5,12.25,42,0
16840829,37.846935,-122.21265,1,1.0,138.28,99,10,10,10,10,10,10,23.0,20.0,21.5,10.0,19.0,24.0,10.0,26.0,26.0,23.0,25.0,21.0,13,0
3513930,37.81559,-122.24529,5,3.5,560.60999,94,9,10,9,10,10,9,4.0,1.6666666,5.0,7.3333335,3.0,3.5,21.0,3.0,0.0,2.0,5.3333335,6.6666665,27,1
16497710,37.776714,-122.41032,2,1.0,306.92999,96,10,10,10,10,8,9,16.0,23.0,7.0,10.0,31.0,22.0,24.0,24.0,20.0,20.0,7.0,7.0,14,1
8053509,37.59145,-122.01768,1,1.0,68.040001,99,10,10,10,10,10,10,3.6666667,11.666667,10.333333,8.0,15.0,18.5,28.5,15.0,10.0,9.0,8.666667,10.0,31,0
1526417,37.488796,-122.26582,1,1.0,106.98,99,10,10,10,10,10,10,3.25,8.25,10.5,3.0,7.3333335,14.666667,12.666667,14.75,2.25,4.6666665,1.5,3.25,43,0
11623778,37.572472,-122.33421,1,1.0,111.46,97,10,10,10,10,10,10,7.5,10.0,11.333333,11.5,27.0,19.5,20.0,16.5,6.0,14.5,15.0,12.0,25,0
647360,37.731003,-122.47932,1,1.0,258.95999,99,10,10,10,10,10,10,20.25,23.0,19.5,18.333334,22.0,26.0,28.333334,25.75,26.333334,21.25,21.0,19.25,43,0
1931763,37.761181,-122.41911,1,1.0,160.94,91,10,9,9,10,9,9,22.5,14.5,22.5,22.0,19.5,16.0,28.0,28.666666,21.666666,15.0,19.0,15.5,27,1
13969044,37.466633,-122.14891,1,4.0,61.009998,90,10,9,9,10,8,9,2.0,8.5,23.0,12.0,27.0,27.0,16.0,0.0,14.0,10.0,12.5,8.0,17,0
4111932,37.898415,-122.46596,3,2.0,750.0,100,10,10,10,10,10,10,0.0,0.0,0.75,6.0,0.0,0.0,5.6666665,0.0,5.6666665,3.0,9.0,0.0,34,1
13830275,37.492855,-122.25845,1,1.0,128.56,100,10,10,10,10,10,10,20.0,22.0,20.0,22.0,6.0,23.0,19.0,18.5,23.0,20.0,18.0,27.5,19,0
15175338,37.908604,-122.54636,1,1.0,190.33,99,10,10,10,10,10,10,19.5,14.5,17.0,23.0,24.0,26.0,24.0,20.0,11.0,20.0,21.5,19.0,19,0
3689368,37.728374,-122.3978,2,1.0,227.92,92,10,9,9,10,9,9,19.0,16.75,20.5,22.333334,23.333334,23.666666,25.333334,23.75,19.25,23.75,17.5,18.75,44,0
1273037,37.788387,-122.44526,1,1.0,186.49001,99,10,10,10,10,10,10,14.0,10.666667,10.666667,8.0,20.5,14.0,6.5,13.75,19.5,20.0,9.0,5.3333335,37,0
17714923,37.704746,-122.06846,1,1.0,91.949997,96,10,10,10,10,10,10,23.0,15.0,15.0,26.0,13.0,28.0,29.0,27.0,21.0,23.0,16.0,13.0,13,0
1727400,37.76413,-122.25204,2,1.5,221.61,100,10,10,10,10,10,10,0.25,0.66666669,8.25,12.0,6.0,6.0,7.0,11.0,1.3333334,4.3333335,14.333333,9.75,38,0
2297861,37.86058,-122.24552,1,1.0,161.63,98,10,10,10,10,10,10,14.5,13.666667,14.0,21.0,20.333334,23.666666,21.333334,22.75,17.25,14.25,16.333334,10.75,41,0
7852372,38.003494,-122.59142,1,1.0,106.92,96,10,10,10,10,10,10,0.66666669,3.5,3.0,4.5,12.5,13.5,15.5,10.0,9.0,19.666666,6.3333335,7.3333335,30,0
16322853,37.729343,-122.38383,0,1.0,119.59,89,9,9,9,10,8,9,25.5,21.0,27.5,24.0,27.0,24.0,29.0,25.0,28.0,24.0,23.0,13.0,16,1
2400409,37.733025,-122.44979,1,1.0,141.00999,98,10,10,10,10,10,10,9.25,7.25,15.75,13.666667,18.0,14.666667,15.666667,17.75,14.5,12.5,5.0,4.75,43,0
7133058,37.566193,-122.26073,1,1.0,112.71,99,10,10,10,10,10,10,8.333333,10.333333,21.0,4.5,21.0,20.5,10.666667,22.666666,10.333333,21.333334,9.333333,9.666667,33,0
2478875,37.866688,-122.24701,1,1.0,137.06,96,10,10,9,10,10,10,20.0,9.0,8.0,15.0,17.5,23.0,10.333333,4.0,11.5,16.0,8.0,7.25,29,0
6076795,37.88031,-122.28807,0,1.0,149.67,96,10,10,10,10,10,9,10.666667,18.0,21.666666,11.0,17.333334,15.333333,21.0,19.5,16.5,14.333333,14.333333,11.666667,34,0
13914298,37.75713,-122.45299,1,1.0,152.32001,98,10,10,9,10,10,9,22.5,21.5,20.0,24.0,28.0,23.0,16.0,24.0,21.5,23.0,23.0,27.5,21,0
16270843,37.752876,-122.46848,2,2.0,337.22,100,10,10,10,10,10,10,27.0,14.0,7.0,1.0,22.0,12.0,29.0,28.0,26.0,29.0,30.0,19.0,13,1
15252502,37.743614,-122.42262,0,1.0,775.0,100,10,10,10,10,10,10,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,5.0,16,0
14504418,37.928387,-122.06975,1,1.0,82.639999,97,10,10,10,10,10,10,2.0,1.5,5.0,2.0,3.0,0.0,5.0,4.0,3.5,18.5,6.0,6.5,20,0
5078831,37.81303,-122.26267,3,2.0,135.17,97,10,10,10,10,9,10,20.5,22.75,28.0,27.333334,27.666666,28.666666,27.666666,30.0,27.666666,28.333334,26.0,24.333334,39,0
1665516,37.780003,-122.48253,1,1.0,154.87,98,10,10,10,10,10,10,20.5,16.75,25.333334,21.333334,24.0,23.333334,25.666666,23.333334,26.333334,20.25,19.0,19.25,41,0
18063783,37.769894,-122.44286,4,1.5,355.98999,96,10,9,10,10,10,9,10.0,14.0,21.0,3.0,23.0,12.0,22.0,17.0,18.0,18.0,15.0,3.0,12,1
14549750,37.761044,-122.49091,2,1.0,157.2,94,10,10,10,10,9,10,17.0,20.5,28.5,24.0,28.0,30.0,31.0,31.0,30.0,24.0,29.0,26.0,15,0
9462352,38.148346,-122.88262,2,2.5,447.66,99,10,10,10,10,10,9,6.0,10.333333,10.0,13.5,11.5,9.5,9.5,9.5,6.0,9.0,11.5,9.0,28,0
11354934,37.854572,-122.26443,1,1.0,77.779999,98,10,10,10,10,10,10,0.0,0.0,10.0,3.5,2.0,16.0,15.0,18.0,3.0,16.0,16.5,8.0,16,0
8126846,37.529808,-121.95261,1,1.0,35.959999,78,9,8,8,9,8,8,11.5,29.0,31.0,17.0,21.0,18.0,31.0,31.0,27.0,30.0,8.0,7.5,17,0
6643496,37.746941,-122.44858,1,1.0,152.71001,100,10,10,10,10,10,10,10.666667,16.0,28.0,19.0,26.0,23.0,25.333334,24.333334,19.666666,24.666666,22.333334,21.666666,34,0
13267277,37.713882,-122.46326,1,1.0,65.5,84,9,9,9,9,9,9,19.0,16.0,27.5,24.0,23.0,19.0,24.5,27.0,25.0,25.0,12.0,12.0,22,0
5200357,37.587135,-122.36972,1,1.0,78.339996,94,10,10,10,10,10,10,9.5,17.0,16.25,12.333333,26.0,29.333334,28.333334,29.0,23.0,26.333334,17.333334,15.0,38,0
1470340,37.710987,-122.43569,1,1.0,113.9,98,10,10,10,10,9,10,24.0,21.0,27.5,4.0,25.0,25.0,18.5,24.5,24.5,20.5,26.5,20.5,21,0
2349816,37.781342,-122.45545,2,1.5,448.10001,98,10,10,9,10,10,9,0.0,0.0,1.3333334,0.0,0.0,0.0,0.0,3.5,5.3333335,5.0,0.0,0.0,34,0
1596696,37.780243,-122.44345,1,1.0,160.46001,98,10,10,10,10,10,10,18.0,20.666666,26.666666,25.5,20.0,22.0,24.333334,22.75,22.25,24.75,17.0,19.25,38,0
12445752,37.928352,-122.39045,1,1.0,49.68,98,10,10,10,10,10,10,23.5,26.5,25.0,17.0,17.0,21.0,17.0,17.5,11.0,17.0,27.5,23.5,21,0
16872797,37.745289,-122.44681,1,1.0,94.529999,99,10,10,10,10,10,10,9.5,19.5,23.0,27.0,22.0,24.0,29.0,27.0,28.0,18.0,14.0,20.0,15,0
14671675,37.765354,-122.41689,1,2.0,132.66,96,10,10,10,10,9,9,26.0,25.5,17.0,17.0,26.0,23.0,28.0,10.0,16.0,19.5,19.0,20.5,20,1
2553299,37.928802,-122.39538,2,1.0,186.25,98,10,10,10,10,10,10,1.75,6.0,6.0,15.0,8.333333,15.666667,8.333333,8.0,8.0,7.6666665,4.75,4.0,42,0
17780402,37.786377,-122.42425,15,15.0,605.28998,100,10,10,10,10,10,10,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,13,0
4113736,37.679096,-122.40263,2,1.0,374.98999,93,10,10,10,10,9,9,10.25,10.25,13.25,6.0,7.5,7.6666665,20.333334,9.666667,5.5,3.0,10.0,3.25,40,1
2965351,37.762501,-122.44936,2,1.0,246.50999,95,10,10,10,10,9,9,1.5,4.5,5.0,6.3333335,6.0,5.6666665,3.0,4.5,4.0,7.3333335,8.25,4.0,34,0
4105892,37.744606,-122.40966,1,2.0,132.92999,97,10,10,10,10,10,10,14.5,12.25,9.25,10.666667,11.333333,21.666666,12.0,15.666667,11.25,9.75,12.5,9.5,43,0
3415980,37.979134,-122.61279,1,1.0,89.940002,95,10,10,10,10,10,10,1.3333334,5.6666665,6.6666665,8.5,9.0,14.333333,14.333333,12.75,18.25,18.0,7.3333335,4.0,38,0
3625270,37.769657,-122.269,1,1.0,92.949997,98,10,10,10,10,10,10,7.75,16.5,18.25,13.666667,17.666666,19.333334,20.333334,18.25,15.0,19.75,13.0,10.25,44,0
3638801,37.213902,-122.40797,4,4.0,684.79999,97,10,10,10,10,10,10,1.0,1.0,2.0,5.3333335,10.0,11.666667,17.0,13.5,6.6666665,5.75,8.25,10.25,41,1
5013816,37.789101,-122.4346,1,1.0,141.37,99,10,10,10,10,10,10,18.25,21.5,27.25,25.333334,29.666666,29.666666,30.333334,30.666666,29.0,30.666666,27.0,18.5,40,0
11483098,37.975563,-122.56774,1,1.5,110.07,99,10,10,10,10,10,10,9.5,10.0,10.333333,14.5,11.5,23.5,25.5,28.5,25.5,24.0,15.0,19.5,25,0
3664261,37.765396,-122.43742,2,1.0,247.94,95,10,10,9,10,10,9,14.5,15.75,20.25,21.666666,20.333334,22.333334,21.666666,25.666666,23.333334,16.75,14.75,17.25,42,0
1022360,37.756279,-122.40063,1,1.0,148.42999,99,10,10,10,10,10,10,2.0,3.0,3.5,3.0,2.6666667,3.6666667,15.666667,9.0,5.0,3.5,4.5,3.5,31,0
14588884,37.82069,-122.24811,1,1.0,60.049999,92,9,10,10,10,10,9,31.0,20.0,12.0,6.0,8.0,8.0,2.0,15.5,15.5,19.0,11.5,19.5,16,0
8817039,37.857487,-122.27597,1,1.0,86.959999,99,10,10,10,10,10,10,16.666666,18.666666,21.666666,23.5,16.0,26.0,14.0,29.0,26.0,26.5,18.333334,26.666666,27,0
12991169,37.441097,-122.2169,6,5.5,2614.04,92,10,10,10,10,10,9,6.0,5.0,7.0,0.0,2.5,3.5,8.5,0.5,6.0,4.5,1.5,4.0,19,1
1571439,37.861362,-122.25902,1,1.0,51.549999,85,9,9,9,9,9,9,25.25,26.0,29.666666,28.0,30.333334,29.333334,31.0,30.75,27.75,30.0,26.5,28.5,42,0
7621182,37.775322,-122.50258,1,1.0,150.0,99,10,10,10,10,10,10,0.0,0.5,0.0,2.0,4.0,2.0,0.0,10.5,7.0,7.0,1.5,10.0,19,0
205842,37.764874,-122.39763,1,1.0,235.56,99,10,10,10,10,10,10,25.0,25.5,26.5,26.333334,28.333334,27.666666,29.333334,29.0,28.5,28.25,25.5,24.0,44,0
6545449,37.769028,-122.43489,4,3.0,952.38,100,10,10,10,10,10,9,8.5,1.0,0.0,30.0,0.0,5.5,1.0,1.0,7.0,3.3333333,3.0,5.0,21,1
14773074,37.776787,-122.41438,1,1.0,138.31,100,10,10,10,10,10,10,20.0,19.0,21.0,29.0,30.0,29.0,31.0,31.0,30.0,31.0,24.0,31.0,13,1
3421704,37.804684,-122.2486,1,1.0,114.63,96,10,10,10,10,10,10,24.0,21.5,27.666666,18.666666,29.333334,26.666666,28.666666,29.75,28.0,30.0,26.0,26.5,43,0
3290739,37.798592,-122.43624,1,1.0,162.03,96,10,10,10,10,10,9,14.0,11.25,15.5,19.0,22.666666,23.666666,23.0,20.0,21.0,17.75,8.0,9.25,43,0
7843113,37.800358,-122.22284,2,1.0,111.73,94,10,10,9,10,9,9,11.333333,6.5,9.0,3.0,12.0,5.0,10.0,8.666667,7.6666665,18.5,6.6666665,5.0,27,0
7343190,37.803864,-122.22668,1,1.0,60.810001,97,10,10,10,10,10,10,11.666667,15.333333,26.666666,23.0,16.0,21.0,16.0,27.666666,21.333334,24.0,16.666666,18.333334,32,0
9463554,37.798695,-122.42245,0,1.0,174.06,100,10,9,10,10,10,10,1.0,5.5,6.0,19.5,14.5,26.0,26.0,21.0,24.0,4.0,4.5,18.0,18,1
4638266,37.786118,-122.48647,1,1.0,150.0,99,10,10,10,10,10,10,2.0,2.75,0.0,0.0,2.3333333,2.0,3.0,5.0,4.0,6.6666665,2.25,0.0,38,0
10434902,37.762695,-122.48438,1,1.0,209.37,97,10,10,10,10,10,10,7.0,16.0,20.5,23.0,27.0,24.0,25.5,23.0,25.0,22.0,22.0,16.5,24,0
2956406,37.757935,-122.48953,1,1.0,103.09,97,10,10,10,10,10,10,22.0,17.5,26.5,28.666666,27.333334,27.333334,29.0,28.0,25.5,27.25,22.25,21.75,44,0
10525267,37.843983,-122.27398,1,1.0,134.85001,96,10,10,10,10,9,10,12.666667,17.5,20.0,19.5,26.5,25.5,29.0,9.0,13.0,25.0,18.0,6.5,22,0
1510980,37.788921,-122.40925,0,1.0,286.97,95,9,10,10,9,10,9,9.75,8.333333,13.0,8.666667,16.0,18.666666,21.666666,19.75,17.25,22.75,9.75,8.75,42,0
862203,37.79015,-122.40753,1,1.0,299.5,93,9,8,10,10,9,9,0.0,5.3333335,2.0,0.0,0.5,0.0,0.0,1.6666666,0.5,3.5,3.0,0.0,28,0
11643674,37.798344,-122.43404,1,1.0,165.60001,87,9,9,7,10,10,9,12.0,20.0,13.0,23.0,21.0,14.5,8.5,4.0,14.0,20.0,14.0,0.0,17,1
5838639,37.765072,-122.43464,1,1.0,140.50999,97,10,10,10,10,10,10,17.333334,25.5,19.0,18.0,17.333334,25.666666,26.666666,26.666666,21.0,23.333334,17.666666,19.333334,35,0
16926463,37.862389,-122.26221,1,1.0,163.42999,100,10,10,10,10,10,10,20.0,13.0,25.0,27.0,18.0,30.0,26.0,20.0,13.0,30.0,18.0,10.0,14,1
11961742,37.794628,-122.41176,2,1.0,403.95001,90,10,9,9,10,10,9,15.0,23.0,10.5,16.0,22.5,27.0,26.5,27.0,22.5,26.0,10.0,14.5,23,1
591651,37.876373,-122.50467,3,2.0,482.66,98,10,10,10,10,10,10,9.25,8.5,14.75,11.333333,12.333333,9.666667,13.666667,8.333333,7.5,10.666667,11.75,11.75,42,0
14316675,37.76408,-122.47852,1,1.0,123.75,91,10,10,9,10,10,9,0.0,0.0,0.0,1.0,0.0,4.0,6.0,10.5,15.5,6.0,0.0,0.0,15,0
7939511,37.745762,-122.41544,1,1.0,117.52,98,10,10,10,10,10,10,14.0,18.5,23.333334,24.5,28.0,23.0,28.5,19.0,25.333334,27.666666,17.666666,17.0,30,0
503632,37.838875,-122.25629,2,1.0,150.53,95,10,10,10,10,10,10,17.0,16.5,22.25,21.0,19.333334,16.333334,21.666666,25.25,13.75,23.0,14.75,18.0,43,0
11398231,37.716503,-122.46694,1,1.0,100.43,91,10,9,9,10,9,9,28.5,20.5,27.0,11.5,24.0,22.5,21.0,24.0,27.5,23.5,25.5,27.0,24,0
